634,"Subject: christmas tree farm pictures
",ham 
810,"Subject: phillips petroleum , inc .
- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 01 / 24 / 2000
01 : 38 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 24 / 2000 09 : 17 am
to : tom acton / corp / enron @ enron , carlos j rodriguez / hou / ect @ ect
cc : brian m riley / hou / ect @ ect , susan smith / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : phillips petroleum , inc .
tom ,
please generate spot tickets in sitara based upon the follow :
12 / 1 / 99 - 12 / 31 / 99 phillips petroleum company 6673 750 mmbtu / d 100 % if / hsc
less $ 0 . 17
01 / 1 / 00 - 01 / 31 / 00 phillips petroleum company 6673 750 mmbtu / d 100 % if / hsc
less $ 0 . 17
thanks ,
vlt
x 3 - 6353",ham
811,"Subject: february production estimate
- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 01 / 24 / 2000
01 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 21 / 2000 04 : 11 pm
to : tom acton / corp / enron @ enron , carlos j rodriguez / hou / ect @ ect
cc : susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect
subject : february production estimate
tom ,
see the attached file listing by trade zone by meter producer services '
wellhead production estimate for the month of february , 2000 . please be
advised that this is a preliminary estimate ! ! ! as i am currently in the
process of collecting noms from a couple of producers . i will alert you of
any revisions as they arise . additionally , i have highlighted those deals
that we expect to come on in february , at such time will we request tickets
to be entered into sitara .
should you have any questions , please give me a call .
thanks ,
vlt
x 3 - 6353",ham
812,"Subject: over $ 50 - - you made it happen !
on wall street , people are talking about enron . at enron , we ' re talking
about people . . . our people . you are the driving force behind every success
that our company has experienced , including our high - performing stock price ,
which surpassed the $ 50 mark only a few days ago . you made it happen !
to show our appreciation for your hard work and commitment to enron  , s
continued success , eligible regular full - time and regular part - time employees
who were on the payroll of a wholly - owned enron company at dec . 31 , 1999 will
receive 50 enron stock options . a special stock option award certificate and
a copy of the stock plan will be sent to you in the next few weeks .
about the stock options grant :
? the grant was effective jan . 18 , 2000 , therefore , the option grant price is
$ 55 . 50 .
? options will have a seven - year term , which means you must exercise these
options before seven years have passed .
? options will vest 25 percent on feb . 28 , 2000 and 25 percent each
subsequent january 18 th thereafter until fully vested , as long as you are an
employee of enron . this means you may exercise 25 percent of these options
as early as feb . 28 .
? this grant is made in accordance with the terms and provisions of the enron
corp . stock plans and the award documents , which you will receive in the
coming weeks .
due to varying international restrictions and legalities , enron employees in
certain international locations will receive some other form of recognition .
your local management and human resources representative will communicate
further details .
visit home . enron . com for additional information . there you can access a list
of frequently asked questions regarding stock options . and you can view a
special message from ken lay . to access the special message , you must have
ip - tv and a sound card . if you are not able to view ken  , s message , a
transcript is available . if you encounter any technical difficulties , please
contact your pc help desk .
again , thank you for all you do to make enron a successful global energy and
broadband services company and a great place to work .",ham
813,"Subject: over $ 50 - - you made it happen !
on wall street , people are talking about enron . at enron , we ' re talking
about people . . . our people . you are the driving force behind every success
that our company has experienced , including our high - performing stock price ,
which surpassed the $ 50 mark only a few days ago . you made it happen !
to show our appreciation for your hard work and commitment to enron  , s
continued success , eligible regular full - time and regular part - time employees
who were on the payroll of a wholly - owned enron company at dec . 31 , 1999 will
receive 50 enron stock options . a special stock option award certificate and
a copy of the stock plan will be sent to you in the next few weeks .
about the stock options grant :
the grant was effective jan . 18 , 2000 , therefore , the option grant price is
$ 55 . 50 .
options will have a seven - year term , which means you must exercise these
options before seven years have passed .
options will vest 25 percent on feb . 28 , 2000 and 25 percent each subsequent
january 18 th thereafter until fully vested , as long as you are an employee of
enron . this means you may exercise 25 percent of these options as early as
feb . 28 .
this grant is made in accordance with the terms and provisions of the enron
corp . stock plans and the award documents , which you will receive in the
coming weeks .
due to varying international restrictions and legalities , enron employees in
certain international locations will receive some other form of recognition .
your local management and human resources representative will communicate
further details .
visit home . enron . com for additional information . there you can access a list
of frequently asked questions regarding stock options . and you can view a
special message from ken lay . to access the special message , you must have
ip - tv and a sound card . if you are not able to view ken  , s message , a
transcript is available . if you encounter any technical difficulties , please
contact your pc help desk .
to help celebrate this occasion plaza java located in the enron building will
offer 50 - cent coffee of the day and 50 - cent krispy kreme donuts today only ,
while quantities last .
again , thank you for all you do to make enron a successful global energy and
broadband services company and a great place to work .",ham
814,"Subject: re : greatwood gas
thanks , kyle .
greatwood is scheduled to come online on feb 1 . the connection only includes
gw , as rosenberg is not ready yet . so , gw would be about 500 / d . when rb comes
online , we may see volumes of about 1500 - 2000 / dy
ami",ham
815,"Subject: hpl noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 24 / 2000
09 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 01 / 24 / 2000 09 : 14 : 51 am
to : ami chokshi / corp / enron @ enron
cc :
subject : hpl noms
( see attached file : hpl - jan . xls )
- hpl - jan . xls",ham
816,"Subject: ces desk move
assuming the test results are good , the move from the ces desks to the
appropriate ena desks will take place either wednesday or thursday evening :
ces - im east to ena - im east
ces - im central ena - im central
ces - im texas ena - im texas
this move will be done systematically for january forward business . after
this move is complete , there should be no active deals remaining on the ces
desks . the following is a list of deals that i wanted to bring to your
attention and review . one of the base assumptions expressed by all was that
there were no transport usage tickets booked on the ces desk . this is not
true ; however transport usage tickets will be included in the change over ;
therefore this will not be a problem . on the east desk , three desk to desk
deals will not be able to be converted ( see below ) . once all ces deals have
been changed to the east desk , i would imagine that these three desk to desk
deals need to be killed .
please advise if there are any questions regarding the desk move . if any
desk prefers to leave january as is and have deals moved february forward ,
manual deal entry will be involved ( ending the deals as of 01 / 31 / 99 on the
ces desk and creating a new deal on the appropriate physical desk ) .
srm ( x 33548 )
the data below is as of 01 / 24 / 00 7 : 00 pm",ham
817,"Subject: day 26 - txu lonestar called on 20000 at carthage
",ham
818,"Subject: hpl nomination for january 26 , 2000
( see attached file : hplol 26 . xls )
- hplol 26 . xls",ham
819,"Subject: mobil - beaumont - fyi
fyi - i ' ve entered estimated vols into sitara based on the following info
from mobil :
jan 28 - their takes will be down by 15 , 000 / d from current takes , due to one
of their crude units coming down
jan 29 - their takes will be down by an adiitional 5 , 000 / d on top of that ,
due to their coker coming down
for febo 0 , they estimated the following vols :
feb 1 - 5 115 , 000 / d
feb 6 - 11 120 , 000 / d
feb 12 - 14 105 , 000 / d
feb 15 - 18 110 , 000 / d
feb 19 - 21 105 , 000 / d
feb 22 - 23 115 , 000 / d
feb 24 - 26 105 , 000 / d
feb 27 - 29 115 , 000 / d
based on assuming :
- centana delivery point @ zero for all of feb ,
- high pressure delivery @ meter 1576 @ 15 , 000 / d for all of feb ,
- eog transport of 10 , 000 / d @ meter 1040 for all of feb ,
. . . . i then entered the remaining daily vols for meter 1040 .
lee",ham
820,"Subject: equistar sale off of tejas or midcon
fyi . . . . for febo 0 only , equistar asked we deliver the gas under sitara
106736 to hpl meter 1373 instead ( the plant it was originally going to is
having some maintenance being done in feb ) .
while i ' ve already change the delivery point in the sitara ticket , maybe
something needs to bve done to the risk assignment . . . . .",ham
